UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air temperature [K]_rollmean_5,Air temperature [K]_rollstd_5,Air temperature [K]_rollvar_5,Air temperature [K]_rollmean_10,Air temperature [K]_rollstd_10,Air temperature [K]_rollvar_10,Process temperature [K]_rollmean_5,Process temperature [K]_rollstd_5,Process temperature [K]_rollvar_5,Process temperature [K]_rollmean_10,Process temperature [K]_rollstd_10,Process temperature [K]_rollvar_10,Rotational speed [rpm]_rollmean_5,Rotational speed [rpm]_rollstd_5,Rotational speed [rpm]_rollvar_5,Rotational speed [rpm]_rollmean_10,Rotational speed [rpm]_rollstd_10,Rotational speed [rpm]_rollvar_10,Torque [Nm]_rollmean_5,Torque [Nm]_rollstd_5,Torque [Nm]_rollvar_5,Torque [Nm]_rollmean_10,Torque [Nm]_rollstd_10,Torque [Nm]_rollvar_10,Tool wear [min]_rollmean_5,Tool wear [min]_rollstd_5,Tool wear [min]_rollvar_5,Tool wear [min]_rollmean_10,Tool wear [min]_rollstd_10,Tool wear [min]_rollvar_10,Air temperature [K]_rollmin_5,Air temperature [K]_rollmax_5,Air temperature [K]_rollmin_10,Air temperature [K]_rollmax_10,Process temperature [K]_rollmin_5,Process temperature [K]_rollmax_5,Process temperature [K]_rollmin_10,Process temperature [K]_rollmax_10,Rotational speed [rpm]_rollmin_5,Rotational speed [rpm]_rollmax_5,Rotational speed [rpm]_rollmin_10,Rotational speed [rpm]_rollmax_10,Torque [Nm]_rollmin_5,Torque [Nm]_rollmax_5,Torque [Nm]_rollmin_10,Torque [Nm]_rollmax_10,Tool wear [min]_rollmin_5,Tool wear [min]_rollmax_5,Tool wear [min]_rollmin_10,Tool wear [min]_rollmax_10
269,H29682,H,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,297.97999999999996,0.08366600265650698,0.007000000000518633,298.04,0.09660917830754882,0.009333333333259763,308.08000000000004,0.08366600264694037,0.006999999998917832,308.14,0.0966091783104698,0.00933333333382415,1607.6,253.00355728724438,64010.799999999945,1595.7,187.44246524674648,35134.67777777776,34.84,11.548506396932853,133.367999999999,37.839999999999996,13.207338027694211,174.43377777777764,38.2,4.658325879540847,21.700000000000006,31.4,8.315981935739572,69.15555555554688,297.9,298.1,297.9,298.2,308.0,308.2,308.0,308.3,1390.0,1954.0,1390.0,1954.0,21.1,47.5,21.1,63.9,33.0,44.0,19.0,44.0
270,L47449,L,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,297.96,0.054772255755454996,0.0030000000005409727,298.03000000000003,0.09486832980463532,0.008999999999921057,308.04,0.05477225574006987,0.002999999998855617,308.12,0.1032795559012945,0.010666666667168615,1634.4,230.26680177567923,53022.79999999995,1606.1,179.31998091555639,32155.655555555506,32.739999999999995,9.431489808084336,88.95299999999872,35.15,9.540119961975764,91.01388888888846,41.4,5.594640292279746,31.300000000000004,34.4,8.74579263925695,76.48888888888104,297.9,298.0,297.9,298.2,308.0,308.1,308.0,308.3,1440.0,1954.0,1390.0,1954.0,21.1,43.7,21.1,49.1,35.0,49.0,22.0,49.0
271,H29684,H,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,297.96,0.054772255755454996,0.0030000000005409727,298.01,0.07378647873665481,0.005444444444354811,308.02,0.04472135953685452,0.0019999999988246087,308.09000000000003,0.08755950358004003,0.007666666667183041,1647.6,218.95387642149646,47940.799999999945,1605.9,179.42528621499616,32193.43333333329,33.24,9.780235170996596,95.6529999999988,34.2,8.40171940074699,70.58888888888836,44.6,5.594640292279746,31.300000000000004,37.3,8.982080926921707,80.6777777777707,297.9,298.0,297.9,298.1,308.0,308.1,308.0,308.2,1440.0,1954.0,1390.0,1954.0,21.1,43.7,21.1,47.5,37.0,51.0,25.0,51.0
272,M15131,M,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,297.98,0.08366600265650698,0.007000000000518633,298.01,0.07378647873665481,0.005444444444354811,308.02000000000004,0.04472135953685452,0.0019999999988246087,308.08000000000004,0.07888106377796605,0.006222222222743548,1650.0,216.15735009478615,46723.99999999995,1585.7,184.7015911620087,34114.677777777804,32.66,9.064656639939468,82.1679999999987,35.07,8.608013062774036,74.09788888888845,48.4,5.594640292279746,31.300000000000004,40.4,9.593979593705534,92.04444444443821,297.9,298.1,297.9,298.1,308.0,308.1,308.0,308.2,1452.0,1954.0,1390.0,1954.0,21.1,40.8,21.1,47.5,42.0,56.0,27.0,56.0
273,L47452,L,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,298.02,0.08366600265623522,0.007000000000473159,298.01000000000005,0.07378647873665481,0.005444444444354811,308.04,0.05477225574004976,0.002999999998853414,308.07000000000005,0.06749485577495452,0.0045555555560819125,1556.0,139.5134402127621,19463.99999999995,1560.5,179.02032783395828,32048.2777777779,36.519999999999996,6.716546731766204,45.111999999999284,36.43,8.221928673438537,67.60011111111079,51.8,5.8906705900092575,34.70000000000002,43.6,9.95768826362576,99.15555555555021,297.9,298.1,297.9,298.1,308.0,308.1,308.0,308.2,1452.0,1800.0,1390.0,1954.0,24.8,40.8,21.1,47.5,44.0,59.0,30.0,59.0
274,L47453,L,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,298.06000000000006,0.05477225575444054,0.0030000000004298446,298.02000000000004,0.07888106377413077,0.006222222222138486,308.04,0.05477225574004976,0.002999999998853414,308.06,0.0699205898818039,0.004888888889419418,1481.2,42.558195450464645,1811.1999999999498,1544.4,183.55453322287315,33692.266666666845,40.76,3.281463088318978,10.767999999999924,37.8,8.590433956183782,73.79555555555535,55.2,5.118593556827893,26.20000000000002,46.7,10.078028907810404,101.56666666666219,298.0,298.1,297.9,298.1,308.0,308.1,308.0,308.2,1426.0,1524.0,1390.0,1954.0,37.0,46.0,21.1,47.5,49.0,61.0,33.0,61.0
275,L47454,L,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,298.08000000000004,0.04472135955458203,0.0020000000004102053,298.02000000000004,0.07888106377413077,0.006222222222138486,308.04,0.05477225574004976,0.002999999998853414,308.04,0.0516397779546506,0.002666666667205618,1506.8,88.47146432607495,7827.199999999952,1570.6,177.671482111102,31567.15555555564,39.06,6.418566818223494,41.197999999999666,35.9,8.303011501858807,68.93999999999964,58.0,4.6904157598234315,22.000000000000014,49.7,10.011659869039184,100.23333333332968,298.0,298.1,297.9,298.1,308.0,308.1,308.0,308.1,1426.0,1652.0,1426.0,1954.0,28.5,46.0,21.1,46.0,51.0,63.0,35.0,63.0
276,L47455,L,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,298.08000000000004,0.04472135955458203,0.0020000000004102053,298.02,0.07888106377413077,0.006222222222138486,308.04,0.05477225574004976,0.002999999998853414,308.03000000000003,0.04830458915958287,0.002333333333876091,1483.0,99.36800289831709,9873.999999999953,1565.3,182.26723360067916,33221.34444444455,42.08,9.532942882447168,90.87700000000012,37.66,10.227870420245512,104.60933333333313,60.8,3.4928498393145984,12.200000000000017,52.7,9.603818684946656,92.23333333333052,298.0,298.1,297.9,298.1,308.0,308.1,308.0,308.1,1401.0,1652.0,1401.0,1954.0,28.5,54.7,21.1,54.7,56.0,65.0,37.0,65.0
277,M15136,M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,298.06000000000006,0.05477225575444054,0.0030000000004298446,298.02,0.07888106377413077,0.006222222222138486,308.0,0.07071067811015316,0.004999999998797694,308.01,0.056764621224621836,0.0032222222227747876,1542.6,151.7095909954277,23015.79999999996,1596.3,184.93124848620542,34199.56666666666,39.24,11.844534604618271,140.29299999999972,35.95,10.530827761070492,110.89833333333297,63.0,3.1622776601683826,10.000000000000021,55.7,8.807194029125547,77.56666666666469,298.0,298.1,297.9,298.1,307.9,308.1,307.9,308.1,1401.0,1750.0,1401.0,1954.0,26.6,54.7,21.1,54.7,59.0,67.0,42.0,67.0
278,H29691,H,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,298.04,0.05477225575462475,0.0030000000004500238,298.03000000000003,0.06749485577046928,0.004555555555476451,307.98,0.044721359536218995,0.0019999999987677657,308.01,0.056764621224621836,0.0032222222227747876,1541.6,152.20808125720512,23167.29999999996,1548.8,137.85805904786486,19004.844444444596,41.3,12.941599592013347,167.485,38.91,10.04163001376436,100.83433333333323,65.2,3.4928498393145984,12.200000000000017,58.5,8.409650541028503,70.722222222221,298.0,298.1,297.9,298.1,307.9,308.0,307.9,308.1,1401.0,1750.0,1401.0,1800.0,26.6,54.7,24.8,54.7,61.0,70.0,44.0,70.0
279,M15138,M,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,298.02,0.04472135955525886,0.0020000000004707433,298.04,0.051639777948716145,0.00266666666659271,307.98,0.044721359536218995,0.0019999999987677657,308.01,0.056764621224621836,0.0032222222227747876,1580.4,139.57542763681565,19481.299999999963,1530.8,110.43932471925324,12196.844444444658,37.980000000000004,13.549428032208578,183.5869999999996,39.370000000000005,9.408866976303667,88.52677777777772,68.0,4.6904157598234315,22.000000000000014,61.6,8.181279443542614,66.93333333333294,298.0,298.1,298.0,298.1,307.9,308.0,307.9,308.1,1401.0,1750.0,1401.0,1750.0,26.6,54.7,26.6,54.7,63.0,75.0,49.0,75.0
280,L47459,L,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,298.0,0.0,0.0,298.04,0.051639777948716145,0.00266666666659271,308.0,0.07071067811013257,0.004999999998794781,308.02,0.06324555320770224,0.004000000000548295,1613.8,176.1751968921845,31037.699999999968,1560.3,143.01596647461002,20453.566666666782,36.96,14.593251865160125,212.96299999999948,38.010000000000005,10.685758955003818,114.18544444444427,71.0,5.4313902456001095,29.500000000000014,64.5,8.356634091147807,69.83333333333374,298.0,298.0,298.0,298.1,307.9,308.1,307.9,308.1,1401.0,1819.0,1401.0,1819.0,23.4,54.7,23.4,54.7,65.0,78.0,51.0,78.0
281,M15140,M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,298.02,0.04472135955525886,0.0020000000004707433,298.05,0.05270462766883124,0.0027777777777101315,308.02000000000004,0.0836660026463565,0.006999999998820133,308.03,0.06749485577508502,0.004555555556099527,1624.8,160.5948317972903,25790.699999999968,1553.9,146.41148254908956,21436.322222222356,34.760000000000005,11.814948159005997,139.5929999999992,38.42,10.831210048333055,117.31511111111097,74.0,5.4313902456001095,29.500000000000014,67.4,8.181279443542712,66.93333333333456,298.0,298.1,298.0,298.1,307.9,308.1,307.9,308.1,1456.0,1819.0,1401.0,1819.0,23.4,50.7,23.4,54.7,67.0,80.0,56.0,80.0
282,L47461,L,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,298.04,0.05477225575462475,0.0030000000004500238,298.05,0.05270462766883124,0.0027777777777101315,308.04,0.054772255739949885,0.002999999998842473,308.02,0.06324555320770224,0.004000000000548295,1600.0,145.2704374606202,21103.499999999967,1571.3,143.26126094966835,20523.78888888897,36.739999999999995,10.89967889435278,118.80299999999946,37.989999999999995,10.811562740366849,116.88988888888872,77.2,4.969909455915672,24.70000000000001,70.1,8.451824260675046,71.43333333333528,298.0,298.1,298.0,298.1,308.0,308.1,307.9,308.1,1456.0,1819.0,1401.0,1819.0,23.4,50.7,23.4,54.7,70.0,83.0,59.0,83.0
283,M15142,M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,298.06000000000006,0.05477225575444054,0.0030000000004298446,298.05,0.05270462766883124,0.0027777777777101315,308.06,0.05477225574018079,0.0029999999988677677,308.02000000000004,0.06324555320770224,0.004000000000548295,1582.2,167.5476051753649,28072.199999999968,1561.9,152.41715418183412,23230.98888888899,36.56,10.615224915186648,112.68299999999938,38.93,11.435038745501084,130.760111111111,80.2,3.96232255123179,15.7,72.7,8.654478609367676,74.90000000000265,298.0,298.1,298.0,298.1,308.0,308.1,307.9,308.1,1390.0,1819.0,1390.0,1819.0,23.4,49.8,23.4,54.7,75.0,85.0,61.0,85.0
284,L47463,L,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,298.1,0.0707106781214022,0.005000000000388548,298.06,0.06992058987756646,0.004888888888826849,308.1,0.07071067811099976,0.004999999998917421,308.04,0.08432740427435075,0.007111111111649788,1552.0,172.56448070214208,29778.499999999967,1566.2,148.71882493110607,22117.28888888898,39.28,10.049228826133861,100.98699999999975,38.63,11.267066067871335,126.94677777777764,82.8,3.96232255123179,15.7,75.4,8.80908621821829,77.6000000000034,298.0,298.2,298.0,298.2,308.0,308.2,307.9,308.2,1390.0,1819.0,1390.0,1819.0,23.4,49.8,23.4,54.7,78.0,88.0,63.0,88.0
285,L47464,L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,298.14,0.05477225575368747,0.0030000000003473507,298.07,0.08232726023451421,0.006777777777721424,308.14,0.11401754250537925,0.012999999998965965,308.07000000000005,0.11595018087511536,0.013444444444971967,1598.4,267.423446989975,71515.29999999996,1606.1,213.64687895892345,45644.98888888889,38.44,11.741507569302998,137.8629999999996,37.7,12.511239391487594,156.53111111111087,85.2,3.96232255123179,15.7,78.1,8.723531395025992,76.10000000000413,298.1,298.2,298.0,298.2,308.0,308.3,307.9,308.3,1390.0,2051.0,1390.0,2051.0,19.2,49.8,19.2,54.7,80.0,90.0,65.0,90.0
286,L47465,L,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,298.15999999999997,0.05477225575351494,0.0030000000003284504,298.09000000000003,0.08755950357684456,0.007666666666623455,308.18,0.1303840481002701,0.016999999999013544,308.1,0.13333333333527586,0.017777777778295784,1620.8,257.0013618640959,66049.69999999995,1622.8,202.04553942119077,40822.39999999996,36.9,11.378488476067432,129.46999999999935,35.83,10.993437436337475,120.85566666666627,87.6,3.646916505762094,13.300000000000002,80.8,8.390470785361499,70.40000000000481,298.1,298.2,298.0,298.2,308.0,308.3,307.9,308.3,1390.0,2051.0,1390.0,2051.0,19.2,49.8,19.2,50.7,83.0,92.0,67.0,92.0
287,L47466,L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,298.18,0.044721359553469855,0.0020000000003107293,298.11,0.08755950357691633,0.007666666666636023,308.24,0.08944271909484987,0.00799999999908022,308.14,0.12649110640873032,0.016000000000504735,1613.4,257.34665336856426,66227.29999999996,1606.7,197.13844543027793,38863.566666666666,36.239999999999995,11.502521462705438,132.30799999999925,36.489999999999995,10.567607739376637,111.67433333333298,89.8,3.492849839314598,12.200000000000014,83.5,7.778174593052378,60.50000000000552,298.1,298.2,298.0,298.2,308.1,308.3,308.0,308.3,1390.0,2051.0,1390.0,2051.0,19.2,49.8,19.2,50.7,85.0,94.0,70.0,94.0
288,L47467,L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,298.2,0.0,0.0,298.13,0.08232726023474321,0.00677777777775913,308.28000000000003,0.04472135954024985,0.001999999999128296,308.16999999999996,0.12516655570543045,0.015666666667160625,1696.4,233.059649017156,54316.79999999995,1639.3,200.59913038473277,40240.011111111016,32.6,8.669486720677227,75.15999999999877,34.58,9.372394452741373,87.84177777777725,92.0,3.162277660168382,10.000000000000018,86.1,7.078135347674992,50.10000000000619,298.2,298.2,298.0,298.2,308.2,308.3,308.0,308.3,1469.0,2051.0,1390.0,2051.0,19.2,43.0,19.2,49.8,88.0,96.0,75.0,96.0
289,H29702,H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,298.2,0.0,0.0,298.15,0.07071067811861619,0.004999999999994545,308.32,0.04472135954078687,0.0019999999991763286,308.21,0.1286683937726412,0.01655555555603145,1679.6,255.4971624108572,65278.79999999993,1615.8,216.26465268277195,46770.39999999998,32.44,8.433741755590978,71.12799999999878,35.86,9.45999765092757,89.49155555555512,94.0,3.162277660168382,10.000000000000018,88.4,6.8019605016990115,46.26666666667347,298.2,298.2,298.0,298.2,308.3,308.4,308.0,308.4,1385.0,2051.0,1385.0,2051.0,19.2,42.2,19.2,49.8,90.0,98.0,78.0,98.0
290,L47469,L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,298.18,0.04472135955344125,0.0020000000003081715,298.15999999999997,0.051639777949443945,0.002666666666667877,308.34000000000003,0.05477225574322938,0.0029999999992017237,308.24,0.1349897115438186,0.018222222222683358,1556.6,163.45733388257597,26718.299999999916,1577.5,210.10645449919505,44144.72222222232,37.940000000000005,6.35043305609937,40.327999999999584,38.19,8.903114311545382,79.2654444444442,96.6,4.219004621945801,17.80000000000003,90.9,7.140650452787645,50.98888888889639,298.1,298.2,298.1,298.2,308.3,308.4,308.0,308.4,1385.0,1805.0,1385.0,2051.0,31.6,46.7,19.2,49.8,92.0,103.0,80.0,103.0
291,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,298.15999999999997,0.05477225575345786,0.0030000000003221976,298.16,0.051639777949443945,0.002666666666667877,308.36,0.05477225574347197,0.002999999999228298,308.27000000000004,0.13374935098659294,0.017888888889334827,1530.6,171.33972102230095,29357.299999999916,1575.7,211.33651417164597,44663.12222222232,39.86,7.031927189611669,49.447999999999865,38.38,9.052783488457496,81.95288888888867,99.2,4.6583258795408495,21.70000000000003,93.4,7.275529763071657,52.93333333334152,298.1,298.2,298.1,298.2,308.3,308.4,308.0,308.4,1385.0,1805.0,1385.0,2051.0,31.6,46.7,19.2,49.8,94.0,105.0,83.0,105.0
292,L47471,L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,298.12,0.08366600265551208,0.007000000000352154,298.15,0.07071067811862765,0.004999999999996166,308.36,0.05477225574347197,0.002999999999228298,308.3,0.09428090416049631,0.008888888889320691,1507.4,169.2964854921682,28661.299999999912,1560.4,212.82345317709317,45293.82222222237,41.74,5.9848141157432915,35.818000000000154,38.99,9.117315638083628,83.12544444444427,101.8,4.6583258795408495,21.70000000000003,95.8,7.420691791650933,55.06666666667553,298.0,298.2,298.0,298.2,308.3,308.4,308.1,308.4,1385.0,1805.0,1385.0,2051.0,31.6,46.7,19.2,49.8,96.0,107.0,85.0,107.0
293,L47472,L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,298.1,0.07071067812125097,0.00500000000036716,298.15,0.07071067811862765,0.004999999999996166,308.38,0.0447213595416782,0.0019999999992560517,308.33,0.067494855774145,0.004555555555972635,1413.4,53.90083487293979,2905.299999999922,1554.9,218.35518974571926,47678.98888888906,43.46,2.6472627372439623,7.008000000000397,38.03,8.32346749324528,69.28011111111086,104.4,4.219004621945801,17.800000000000026,98.2,7.420691791650979,55.06666666667621,298.0,298.2,298.0,298.2,308.3,308.4,308.2,308.4,1335.0,1473.0,1335.0,2051.0,40.2,46.7,19.2,46.7,98.0,109.0,88.0,109.0
294,H29707,H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,298.08000000000004,0.04472135955428174,0.0020000000003833466,298.14,0.06992058987794234,0.004888888888879412,308.4,0.07071067811358527,0.004999999999283067,308.36,0.0699205898808965,0.004888888889292526,1414.8,53.063169901542075,2815.699999999921,1547.2,223.02854824737915,49741.73333333353,43.980000000000004,2.592682009040149,6.722000000000464,38.21,8.461212153770337,71.59211111111087,107.0,3.1622776601683817,10.000000000000014,100.5,7.472170590487311,55.83333333334349,298.0,298.1,298.0,298.2,308.3,308.5,308.3,308.5,1335.0,1473.0,1335.0,2051.0,40.2,46.7,19.2,46.7,103.0,111.0,90.0,111.0
295,M15154,M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,298.08000000000004,0.04472135955428174,0.0020000000003833466,298.13,0.06749485577094387,0.004555555555540516,308.41999999999996,0.08366600264927457,0.006999999999308419,308.38,0.07888106377717427,0.006222222222618635,1402.0,54.37370688117485,2956.499999999921,1479.3,140.8119707663789,19828.011111111548,44.86,4.071609018557722,16.57800000000058,41.4,6.212353284652556,38.5933333333334,109.6,4.219004621945801,17.800000000000026,103.1,7.922541679705918,62.766666666677466,298.0,298.1,298.0,298.2,308.3,308.5,308.3,308.5,1335.0,1473.0,1335.0,1805.0,40.2,51.1,31.6,51.1,105.0,116.0,92.0,116.0
296,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,298.08000000000004,0.04472135955428174,0.0020000000003833466,298.12,0.06324555320320985,0.003999999999980048,308.46,0.1140175425071002,0.0129999999993584,308.40999999999997,0.09944289260311381,0.009888888889274429,1457.6,153.02712177911445,23417.299999999927,1494.1,157.91027691558247,24935.655555555943,41.88,7.447617068566309,55.467000000000226,40.87,6.911029831604935,47.762333333333345,112.4,4.979959839195495,24.800000000000022,105.8,8.31063575586598,69.0666666666781,298.0,298.1,298.0,298.2,308.3,308.6,308.3,308.6,1335.0,1716.0,1335.0,1805.0,30.7,51.1,30.7,51.1,107.0,119.0,94.0,119.0
297,L47476,L,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,298.08000000000004,0.04472135955428174,0.0020000000003833466,298.1,0.06666666666644527,0.0044444444444149255,308.5,0.07071067811445397,0.004999999999405921,308.42999999999995,0.09486832980703938,0.009000000000377198,1442.0,155.0274169300383,24033.499999999927,1474.7,156.86940782418847,24608.011111111566,42.6,7.704219623037775,59.355000000000324,42.17,6.519551791001872,42.50455555555571,115.4,5.412947441089743,29.3,108.6,8.60490816014073,74.0444444444565,298.0,298.1,298.0,298.2,308.4,308.6,308.3,308.6,1335.0,1716.0,1335.0,1805.0,30.7,51.1,30.7,51.1,109.0,122.0,96.0,122.0
298,L47477,L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,298.06000000000006,0.05477225575415189,0.0030000000003982254,298.08000000000004,0.06324555320306804,0.003999999999962111,308.52000000000004,0.04472135954359751,0.00199999999942772,308.45,0.08498365856205695,0.007222222222592274,1517.6,179.96471876453987,32387.29999999993,1465.5,136.7538339905379,18701.6111111116,39.62,11.028916537901624,121.63699999999994,41.540000000000006,7.827614934036781,61.271555555555636,118.4,5.128352561983232,26.29999999999998,111.4,8.604908160140766,74.04444444445716,298.0,298.1,298.0,298.2,308.5,308.6,308.3,308.6,1372.0,1716.0,1335.0,1716.0,25.3,51.1,25.3,51.1,111.0,124.0,98.0,124.0
299,H29712,H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,298.02,0.08366600265595879,0.007000000000426903,298.05,0.07071067811829791,0.004999999999949534,308.52000000000004,0.04472135954359751,0.00199999999942772,308.46,0.08432740427332773,0.007111111111477252,1665.0,307.7945743511408,94737.49999999994,1539.9,246.46678838695087,60745.87777777801,34.4,13.794201680416279,190.2799999999993,39.190000000000005,10.632492129735564,113.04988888888872,121.4,3.974921382870353,15.79999999999996,114.2,8.310635755866096,69.06666666668005,297.9,298.1,297.9,298.1,308.5,308.6,308.3,308.6,1372.0,2129.0,1335.0,2129.0,18.7,51.1,18.7,51.1,116.0,126.0,103.0,126.0
300,M15159,M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,297.96000000000004,0.11401754251195366,0.013000000000465159,298.02000000000004,0.10327955589854111,0.010666666666599878,308.48,0.10954451149819476,0.011999999999378124,308.45,0.09718253158265193,0.009444444444813141,1704.0,271.6155371108213,73774.99999999994,1553.0,243.79773036952892,59437.333333333525,31.3,10.435755842295222,108.90499999999888,38.08,10.336644630740768,106.84622222222193,124.4,4.5055521304275175,20.29999999999994,117.0,8.819171036882768,77.77777777779187,297.8,298.1,297.8,298.1,308.3,308.6,308.3,308.6,1395.0,2129.0,1335.0,2129.0,18.7,46.2,18.7,51.1,119.0,131.0,105.0,131.0
301,L47480,L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,297.9,0.10000000000250088,0.010000000000500175,297.99000000000007,0.11972189997343763,0.014333333333249805,308.43999999999994,0.08944271909622778,0.007999999999326709,308.45,0.09718253158265193,0.009444444444813141,1685.2,273.82147468743193,74978.19999999994,1571.4,241.0823741195346,58120.71111111124,32.82,10.870924523700781,118.17699999999905,37.35,9.998805484212138,99.97611111111073,127.4,4.979959839195485,24.79999999999992,119.9,9.194805296712884,84.54444444445932,297.8,298.0,297.8,298.1,308.3,308.5,308.3,308.6,1395.0,2129.0,1335.0,2129.0,18.7,46.2,18.7,51.1,122.0,134.0,107.0,134.0
302,L47481,L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,297.84000000000003,0.11401754251228643,0.013000000000541044,297.96000000000004,0.1505545305414963,0.022666666666570343,308.41999999999996,0.08366600264923593,0.0069999999993019535,308.46000000000004,0.08432740427332436,0.007111111111476683,1754.2,220.73445585136892,48723.69999999993,1598.1,243.7441509269733,59411.21111111114,29.0,7.959899496852869,63.35999999999856,35.8,10.291636302249378,105.91777777777723,130.2,5.118593556827884,26.199999999999932,122.8,9.24722180501402,85.51111111112674,297.7,298.0,297.7,298.1,308.3,308.5,308.3,308.6,1567.0,2129.0,1335.0,2129.0,18.7,38.3,18.7,51.1,124.0,136.0,109.0,136.0
303,H29716,H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,297.8,0.07071067812265576,0.005000000000565828,297.93,0.1494434118093653,0.022333333333223546,308.4,0.07071067811354759,0.0049999999992777384,308.46,0.08432740427332436,0.007111111111476683,1714.0,246.869398670633,60944.499999999935,1615.8,228.4633692982555,52195.51111111107,30.96,8.027328322673666,64.43799999999881,35.29,10.175073027310935,103.53211111111051,133.0,4.690415759823424,21.999999999999954,125.7,8.982080926923013,80.67777777779418,297.7,297.9,297.7,298.1,308.3,308.5,308.3,308.6,1512.0,2129.0,1372.0,2129.0,18.7,38.3,18.7,51.1,126.0,138.0,111.0,138.0
304,M15163,M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,297.78,0.04472135955647431,0.0020000000005794562,297.9,0.14142135623687954,0.019999999999878386,308.38,0.044721359541655965,0.0019999999992540633,308.45,0.08498365856205359,0.007222222222591705,1584.0,102.80807361292173,10569.499999999935,1624.5,220.512156379441,48625.61111111104,35.92,5.951638429877893,35.42199999999939,35.16,10.047575716449076,100.95377777777716,136.4,4.5055521304275175,20.29999999999994,128.9,8.862530363528336,78.54444444446169,297.7,297.8,297.7,298.1,308.3,308.4,308.3,308.6,1479.0,1740.0,1372.0,2129.0,27.1,43.5,18.7,51.1,131.0,143.0,116.0,143.0
305,L47484,L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,297.78000000000003,0.04472135955647431,0.0020000000005794562,297.87,0.12516655570293075,0.015666666666534865,308.4,0.0,0.0,308.44,0.08432740427337042,0.007111111111484452,1618.0,122.08398748402648,14904.499999999935,1661.0,203.63584054766818,41467.555555555344,34.3,7.05974503788906,49.83999999999921,32.8,8.547124272720765,73.05333333333247,139.4,4.979959839195485,24.79999999999992,131.9,9.085397319020366,82.54444444446244,297.7,297.8,297.7,298.1,308.4,308.4,308.3,308.6,1479.0,1740.0,1395.0,2129.0,27.1,43.5,18.7,46.2,134.0,146.0,119.0,146.0
306,L47485,L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,297.78000000000003,0.04472135955647431,0.0020000000005794562,297.84000000000003,0.09660917830720321,0.009333333333192983,308.4,0.0,0.0,308.41999999999996,0.06324555320636817,0.004000000000379547,1719.4,259.47697393025055,67328.29999999993,1702.3,252.13534725090204,63572.23333333296,30.48,9.197934550756422,84.60199999999875,31.650000000000006,9.573139505930069,91.64499999999902,142.2,5.118593556827884,26.199999999999932,134.8,9.138441393975773,83.51111111112988,297.7,297.8,297.7,298.0,308.4,308.4,308.3,308.5,1479.0,2129.0,1395.0,2129.0,19.2,43.5,18.7,46.2,136.0,148.0,122.0,148.0
